"file","entropy.Corpus.Size","entropy.Entropy","sd.Corpus.Size","sd.SD"
"data/fr_by_emotion/8_tokens_1-gram.txt",4000,6.68184334875811,20000,0.0847724038839603
"data/fr_by_emotion/8_tokens_1-gram.txt",8000,6.83026711128677,40000,0.0589062343374727
"data/fr_by_emotion/8_tokens_1-gram.txt",12000,6.87756356131231,60000,0.0451712511343032
"data/fr_by_emotion/8_tokens_1-gram.txt",16000,6.86781727885975,80000,0.00729863984633422
"data/fr_by_emotion/8_tokens_1-gram.txt",20000,6.88578161852086,1e+05,0.0113687980428566
"data/fr_by_emotion/8_tokens_1-gram.txt",24000,6.86863235645743,20000,0.0847724038839603
"data/fr_by_emotion/8_tokens_1-gram.txt",28000,6.87410832241274,40000,0.0589062343374727
"data/fr_by_emotion/8_tokens_1-gram.txt",32000,6.80009921835319,60000,0.0451712511343032
"data/fr_by_emotion/8_tokens_1-gram.txt",36000,6.75026271111116,80000,0.00729863984633422
"data/fr_by_emotion/8_tokens_1-gram.txt",40000,6.75836657971183,1e+05,0.0113687980428566
"data/fr_by_emotion/8_tokens_1-gram.txt",44000,6.77195344915387,20000,0.0847724038839603
"data/fr_by_emotion/8_tokens_1-gram.txt",48000,6.75144012904838,40000,0.0589062343374727
"data/fr_by_emotion/8_tokens_1-gram.txt",52000,6.71127647212196,60000,0.0451712511343032
"data/fr_by_emotion/8_tokens_1-gram.txt",56000,6.68371979216875,80000,0.00729863984633422
"data/fr_by_emotion/8_tokens_1-gram.txt",60000,6.66392577051506,1e+05,0.0113687980428566
"data/fr_by_emotion/8_tokens_1-gram.txt",64000,6.63996995476648,20000,0.0847724038839603
"data/fr_by_emotion/8_tokens_1-gram.txt",68000,6.6463517590224,40000,0.0589062343374727
"data/fr_by_emotion/8_tokens_1-gram.txt",72000,6.65916270715136,60000,0.0451712511343032
"data/fr_by_emotion/8_tokens_1-gram.txt",76000,6.6526240874765,80000,0.00729863984633422
"data/fr_by_emotion/8_tokens_1-gram.txt",80000,6.65292243682592,1e+05,0.0113687980428566
"data/fr_by_emotion/8_tokens_1-gram.txt",84000,6.65590878586129,20000,0.0847724038839603
"data/fr_by_emotion/8_tokens_1-gram.txt",88000,6.67815916751527,40000,0.0589062343374727
"data/fr_by_emotion/8_tokens_1-gram.txt",92000,6.68154437321492,60000,0.0451712511343032
"data/fr_by_emotion/8_tokens_1-gram.txt",96000,6.67863708945568,80000,0.00729863984633422
"data/fr_by_emotion/8_tokens_1-gram.txt",1e+05,6.66267925113724,1e+05,0.0113687980428566
